hs_code,description,duty_rate,chapter
06,or 03.07;or,03.08,1
01012110,00,01,1
01012110,00,02,1
01012190,00,01,1
01012190,00,02,1
01012910,00,01,1
01012910,00,02,1
01012910,00,03,1
01012910,00,04,1
01012920,00,01,1
01012920,00,02,1
01012990,00,01,1
01012990,00,02,1
01012990,00,03,1
01013000,00,00,1
01019000,00,00,1
01022100,00,01,1
01022100,00,02,1
01022900,00,03,1
01022900,00,04,1
01022900,99,99,1
01023100,00,01,1
01023100,00,02,1
01023900,00,01,1
01023900,00,02,1
01023900,99,99,1
01029011,00,00,1
01029012,00,00,1
01029019,00,00,1
01029090,00,00,1
01031000,00,00,1
50,‫ تزن أقل من‬-,-,1
01039100,00,00,1
50,‫ تزن‬-,-,1
01039200,00,00,1
01041010,00,01,1
01041010,00,02,1
01041090,00,01,1
01041090,00,02,1
01041090,00,03,1
01041090,99,99,1
01042010,00,01,1
01042010,00,02,1
01042090,00,01,1
01042090,00,02,1
01042090,00,03,1
01042090,99,99,1
01051100,00,00,1
01051200,00,00,1
01051300,00,00,1
01051400,00,00,1
01051500,00,00,1
01059410,00,00,1
01059420,00,00,1
01059430,00,00,1
01059490,00,00,1
01059910,00,00,1
01059920,00,00,1
01059990,00,00,1
01061110,00,01,1
01061110,00,02,1
01061110,00,03,1
01061110,00,04,1
01061110,99,99,1
01061190,00,00,1
01061200,00,01,1
01061200,00,02,1
01061200,00,03,1
01061200,00,04,1
01061200,00,05,1
01061200,00,06,1
01061200,99,99,1
01061310,00,00,1
01061320,00,01,1
01061320,00,02,1
01061390,00,00,1
01061400,00,01,1
01061400,00,02,1
01061930,00,01,1
01061930,00,02,1
01061930,00,03,1
01061930,00,04,1
01061930,00,05,1
01061930,00,06,1
01061930,00,07,1
01061930,99,99,1
01061940,00,01,1
01061940,00,02,1
01061940,99,99,1
01061950,00,01,1
01061950,00,02,1
01061950,00,03,1
01061950,00,04,1
01061950,00,05,1
01061950,00,06,1
01061950,99,99,1
01061960,00,01,1
01061960,00,02,1
01061960,00,03,1
01061990,00,02,1
01061990,00,03,1
01061990,00,04,1
01061990,00,05,1
01061990,00,06,1
01061990,00,07,1
01061990,00,08,1
01061990,00,09,1
01061990,00,11,1
01061990,00,12,1
01061990,00,13,1
01061990,00,14,1
01061990,00,15,1
01061990,00,16,1
01061990,00,17,1
01061990,00,18,1
01061990,00,19,1
01061990,99,99,1
01062000,00,01,1
01062000,00,02,1
01062000,00,03,1
01062000,00,04,1
01062000,00,05,1
01062000,00,06,1
01062000,99,99,1
01063910,00,01,1
01063910,00,03,1
01063910,00,05,1
01063910,00,08,1
01063910,00,09,1
01063910,00,10,1
01063910,00,11,1
01063910,00,12,1
01063910,00,13,1
01063910,00,14,1
01063920,00,00,1
01063990,00,01,1
01063990,99,99,1
01064100,00,00,1
01064900,00,01,1
01064900,00,02,1
01064900,00,04,1
01064900,99,99,1
01069000,00,00,1
02011000,00,01,1
02011000,00,02,1
02011000,00,03,1
02011000,00,04,1
02012000,00,00,1
02013000,00,00,1
02021000,00,01,1
02021000,00,02,1
02022000,00,00,1
02023010,00,00,1
02023090,00,00,1
02031100,00,00,1
02031200,00,00,1
02031900,00,00,1
02032200,00,00,1
02032900,00,00,1
01063210,00,00,1
01063220,00,00,1
01063230,00,00,1
01063240,00,00,1
01063250,00,00,1
01063260,00,00,1
01063290,00,00,1
01063300,00,00,1
01063100,00,01,15
01063100,00,02,15
01063100,99,99,15
02032100,00,00,2
02041000,00,01,2
02041000,00,02,2
02041000,00,03,2
02041000,00,04,2
02042100,00,01,2
02042100,00,02,2
02042100,00,03,2
02042100,00,04,2
02042200,00,00,2
02042300,00,01,2
02042300,00,02,2
02042300,00,03,2
02042300,00,04,2
02043000,00,01,2
02043000,00,02,2
02044100,00,01,2
02044100,00,02,2
02044200,00,00,2
02044310,00,01,2
02044310,00,02,2
02044310,00,03,2
02044390,00,00,2
02045011,00,01,2
02045011,00,02,2
02045011,00,03,2
02045011,00,04,2
02045012,00,01,2
02045012,00,02,2
02045021,00,01,2
02045021,00,03,2
02045021,00,04,2
02045021,00,05,2
02045021,00,06,2
02045021,00,07,2
02045021,00,09,2
02045021,00,10,2
02045021,00,12,2
02045022,00,01,2
02045022,00,03,2
02045022,00,04,2
02045022,00,06,2
02045022,00,07,2
02045022,00,08,2
02045031,00,01,2
02045031,00,02,2
02045032,00,00,2
02050010,00,00,2
02050090,00,00,2
02061000,00,00,2
02062100,00,00,2
02062200,00,00,2
02062900,00,00,2
02063000,00,00,2
02064100,00,00,2
02064900,00,00,2
02068010,00,00,2
02068020,00,00,2
02068090,00,00,2
02069011,00,00,2
02069012,00,00,2
02069019,00,00,2
02069091,00,00,2
02069099,00,00,2
02071100,00,00,2
02071200,00,02,2
02071200,00,03,2
02071200,99,99,2
02071300,00,01,2
02071300,00,02,2
02071300,00,03,2
02071300,00,04,2
02071300,00,08,2
02071300,00,09,2
02071300,00,10,2
02071300,00,11,2
02071300,99,99,2
02071400,00,15,2
02071400,00,16,2
02071400,00,17,2
02071400,00,18,2
02071400,99,99,2
02072400,00,01,2
02072400,00,03,2
02072400,00,04,2
02072400,00,05,2
02072500,00,01,2
02072500,00,02,2
02072600,00,00,2
02072700,00,00,2
02074100,00,01,2
02074100,00,02,2
02074200,00,00,2
02074300,00,01,2
02074300,00,02,2
02074400,00,00,2
02074500,00,00,2
02075100,00,01,2
02075100,00,02,2
02075200,00,00,2
02075300,00,01,2
02075300,00,02,2
02075400,00,00,2
02075500,00,00,2
02076010,00,01,2
02076010,00,02,2
02076020,00,01,2
02076020,00,02,2
02081010,00,00,2
02081020,00,00,2
02083000,00,01,2
02083000,00,02,2
02083000,00,03,2
02084010,00,00,2
02084020,00,00,2
02084030,00,00,2
02084040,00,00,2
02085000,00,00,2
02086010,00,01,2
02086010,00,02,2
02086010,00,10,2
02086010,99,99,2
02086020,00,01,2
02086020,00,02,2
02086020,00,10,2
02086020,99,99,2
02089021,00,01,2
02089021,00,02,2
02089022,00,01,2
02089022,00,02,2
02089031,00,00,2
02089032,00,00,2
02089091,00,00,2
02089099,00,00,2
02091000,00,00,2
02099000,00,00,2
02101100,00,00,2
02101200,00,00,3
02101900,00,00,3
02102000,00,00,3
02109100,00,00,5
02109200,00,00,5
02109300,00,00,5
02109900,00,00,5
030399,‫ لغاية‬03 03,91,5
03038100,00,00,5
03038200,00,00,5
03038300,00,00,5
03038400,00,00,5
03038910,00,00,5
03038920,00,00,5
03038930,00,00,5
03038940,00,00,5
03038951,00,00,5
03038952,00,00,5
03038960,00,00,5
03038970,00,00,5
03038980,00,00,5
03038991,00,01,5
03038991,00,02,5
03038991,00,03,5
03038991,00,04,5
03038991,00,05,5
03038991,00,06,5
03038991,99,99,5
03038999,00,00,5
03039100,00,00,5
03039200,00,00,5
03039900,00,00,5
03043100,00,00,5
03043200,00,00,5
03043300,00,00,5
03043900,00,00,5
03044100,00,00,5
03044200,00,00,5
03044300,00,00,5
03044400,00,00,5
03044500,00,00,5
03044600,00,00,5
03044700,00,00,5
03044800,00,00,5
03044900,00,00,5
03045100,00,00,5
03045200,00,00,5
03045300,00,00,5
03045400,00,00,5
03045500,00,00,5
03045600,00,00,5
03045700,00,00,5
03063400,00,03,5
03063400,00,04,5
03063300,00,03,5
03063300,00,04,5
03063200,00,03,5
03063200,00,04,5
03063500,00,03,5
03063500,00,04,5
03063600,00,03,5
03063600,00,04,5
03063900,00,00,5
03069100,00,00,5
03069200,00,00,5
03069300,00,00,5
03069400,00,00,5
03069500,00,00,5
03069900,00,00,5
03071100,00,01,5
03071100,00,02,5
03071200,00,00,5
03071900,00,00,5
03072100,00,01,5
03072100,00,02,5
03072200,00,00,5
03072900,00,00,5
03073100,00,01,5
03073100,00,02,5
03073200,00,00,5
03073900,00,00,5
03074200,00,01,5
03074200,00,02,5
03074300,00,00,5
03074900,00,00,5
03075100,00,01,5
03075100,00,02,5
03075200,00,00,5
03075900,00,00,5
03076000,00,01,5
03076000,00,02,5
03076000,00,03,5
03076000,99,99,5
03077100,00,01,5
03077100,00,14,5
03077100,00,41,5
03077100,00,53,5
03077200,00,00,5
03077900,00,00,5
03078100,00,01,5
03078100,00,02,5
03078200,00,01,5
03078200,00,02,5
03078300,00,00,5
03078400,00,00,5
03078700,00,00,5
03078800,00,00,5
03079100,00,03,5
03079100,00,04,5
03079200,00,00,5
03079900,00,00,5
03081100,00,02,4
03081100,00,03,4
03081200,00,00,4
03081900,00,00,4
03082100,00,01,4
03082100,00,02,4
03082200,00,00,4
03082900,00,00,4
03083000,00,01,4
03083000,00,02,4
03083000,00,04,4
03083000,99,99,4
03089000,00,00,4
03091000,00,00,4
03099010,00,00,4
03099090,00,00,4
040590,"‫) ( بند فرعي‬ghee( ‫ إن مصطح "" زبدة ال تشمل الزبدة منزوعة الماء أو السمن‬04 05 10 ‫ ألغراض البند الفرعي‬-",2,4
04011031,00,00,4
04011032,00,00,4
04011092,00,00,4
04011093,00,00,4
04011094,00,00,4
04011091,00,00,4
04015092,00,00,4
04015091,00,00,4
04015030,00,00,4
04014030,00,00,4
04014092,00,00,4
04012092,00,00,4
04012091,00,00,4
04014091,00,00,4
04012030,00,00,4
04021011,00,00,4
04021012,00,01,4
04021012,99,99,4
04021019,00,00,4
04021091,00,00,4
04021092,00,01,4
04021092,99,99,4
04021099,00,00,4
04022110,00,00,4
04022190,00,01,4
04022190,00,02,4
04022190,00,03,4
04022911,00,01,4
04022912,99,99,4
04022919,00,00,4
04022912,00,01,4
04022911,00,02,4
04022991,00,00,4
04022992,00,01,4
04022992,99,99,4
04022999,00,00,4
04029111,00,00,4
04029112,00,00,4
04029120,00,00,4
04029911,00,00,4
04029912,00,00,4
04029913,00,00,4
04029914,00,00,4
04029915,00,00,4
04029916,00,00,4
04029920,00,00,4
04032010,00,00,4
04032020,00,00,4
04032030,00,00,4
04032040,00,00,4
04032050,00,00,4
04032060,00,00,4
04039011,00,00,4
04039012,00,00,4
04039013,00,00,4
04039021,00,00,4
04039022,00,00,4
04039023,00,00,4
04039091,00,00,4
04039092,00,00,4
04039093,00,00,4
04039099,00,00,4
04059090,00,00,4
04061010,00,00,4
04061020,00,00,4
04061030,00,00,4
04061040,00,00,4
04061050,00,00,4
04061060,00,00,4
04062000,00,01,4
04062000,00,04,4
04063000,00,01,4
04063000,00,02,4
04063000,00,10,4
04063000,99,99,4
04069021,00,00,4
04069022,00,00,4
04069023,00,00,4
04069024,00,00,4
04069025,00,00,4
04069026,00,00,4
04069029,00,00,4
15,‫ جبن أصفر نصف معالج ال يقل وزن العبوة عن‬- -,-,4
04069030,00,00,4
04069090,00,00,4
04059010,00,00,4
04059020,00,00,4
04051019,00,00,4
04051012,00,01,4
04051012,00,02,4
04051013,00,00,4
04052000,00,04,4
04051011,00,01,4
04051011,00,02,4
04052000,00,03,4
04049000,00,00,4
04052000,00,02,4
04041000,00,00,4
04052000,00,01,4
04064010,00,00,4
04064090,00,00,4
04069010,00,00,4
04071100,00,00,4
04071900,00,00,4
04072100,00,00,4
04072900,00,00,4
04079010,00,00,4
04079020,00,00,4
04081100,00,00,4
04081910,00,00,4
04081920,00,00,4
04089100,00,00,41
04089900,00,00,41
04090010,00,00,41
04090020,00,00,41
04101000,00,00,41
04109010,00,00,41
04109020,00,00,41
04109030,00,00,41
04109090,00,00,41
04081930,00,00,41
05010000,00,00,41
05021000,00,00,41
05029000,00,00,41
05040011,00,00,41
05040012,00,00,41
05040013,00,00,41
05040014,00,00,41
05040015,00,00,41
05040021,00,00,41
05040022,00,00,41
05040023,00,00,41
05040024,00,00,41
05040025,00,00,41
05040031,00,00,41
05040032,00,00,41
05040033,00,00,41
05040034,00,00,41
05040035,00,00,41
05051010,00,00,41
05051020,00,00,41
05059010,00,00,41
05059020,00,00,41
05059030,00,00,41
05059040,00,00,41
05071000,00,01,41
05071000,00,02,41
05071000,00,03,41
05071000,00,04,41
05061000,00,00,7
05069000,00,00,7
05079010,00,00,7
05079020,00,00,7
05080010,00,00,7
05080020,00,00,7
05080031,00,00,7
05080032,00,00,7
05080033,00,00,7
05080091,00,00,7
05080092,00,00,7
05100010,00,01,7
05100010,00,04,7
05100010,00,07,7
05100010,00,10,7
05100090,00,00,7
05111000,00,00,7
05119110,00,00,7
05119120,00,00,7
05119190,00,00,7
05119910,00,00,7
05119920,00,00,7
05119930,00,00,7
05119990,00,10,7
05119940,00,00,7
05119950,00,00,7
05119990,00,01,7
05119990,00,02,7
05119990,00,03,7
05119990,00,04,7
05119990,00,05,7
05119990,00,06,7
05119990,00,07,7
05119990,00,08,7
05119990,00,09,7
06011000,00,00,7
06012000,00,00,7
06021010,00,00,7
06021020,00,00,7
06021090,00,00,7
06022010,00,00,7
06022020,00,00,7
06022030,00,00,7
06022040,00,00,7
06022050,00,00,7
06022060,00,00,7
06022090,00,00,7
06023010,00,00,7
06023090,00,00,7
06024000,00,00,7
06029000,00,05,7
06029000,00,06,7
06029000,99,99,7
06039010,00,00,7
06039090,00,00,7
06049010,00,00,7
06049020,00,00,7
12,covers all dried vegetables of the kinds falling in headings,07.01,7
12,‫ و‬07.11 ‫ و‬07.10 ‫ و‬07.09 ( ‫ لتطبيق أحكام البنود‬-,2,7
06042020,00,00,7
06042010,00,00,7
06031100,00,00,7
06031200,00,00,7
06031300,00,00,7
06031400,00,00,7
06031500,00,00,7
06031900,00,00,7
07011000,00,00,7
07019000,00,00,7
07020000,00,00,7
07052100,00,00,7
07052900,00,00,7
07061010,00,00,7
07061020,00,00,7
07069010,00,00,7
07069020,00,00,7
09,‫ كرفس لفتي عدا الكرفس الداخل في البند‬- -,-,7
07069030,00,00,7
07069040,00,00,7
07069090,00,00,7
07070000,00,00,7
07081000,00,00,7
07082000,00,00,7
07089090,00,00,7
07089010,00,00,7
07089020,00,00,7
07089030,00,00,7
07092000,00,00,7
07093000,00,00,7
07094000,00,00,7
07095100,00,00,7
07095200,00,00,7
07095300,00,00,7
07095400,00,00,7
07095500,00,00,7
07095600,00,00,7
07096000,00,00,7
07097000,00,00,7
07099100,00,00,7
07099200,00,00,7
07099300,00,00,7
07099910,00,00,7
07099920,00,00,7
07099930,00,00,7
07099940,00,00,7
07099990,00,01,7
07099990,00,02,7
07099990,00,03,7
07099990,00,04,7
07099990,00,05,7
07099990,99,99,7
07095910,00,00,7
07095990,00,00,7
07049000,99,99,7
07051100,00,00,7
07051900,00,00,7
07049000,00,01,7
07049000,00,02,7
07041000,00,00,7
07042000,00,00,7
07031011,00,01,7
07031011,00,02,7
07031012,00,00,7
07031020,00,00,7
07032000,00,00,7
07039000,00,00,7
07101000,00,00,7
07102100,00,00,7
07102200,00,00,7
07102900,00,00,7
07103000,00,00,7
07104000,00,00,7
07108000,00,00,7
07109000,00,00,7
07112000,00,00,7
07114000,00,00,7
07115100,00,00,7
07115900,00,00,7
07119000,00,00,7
07131000,00,00,7
07132000,00,00,7
07133110,00,00,7
07133120,00,00,7
07133210,00,00,7
07133220,00,00,7
07133310,00,00,7
07133320,00,00,7
07133410,00,00,7
07133420,00,00,7
07133510,00,00,7
07133520,00,00,7
07133910,00,00,7
07133920,00,00,7
07134000,00,01,7
07134000,00,02,7
07135000,00,00,7
07136000,00,01,7
07136000,00,02,7
07139010,00,01,7
07139010,00,02,7
07139090,00,00,7
07141000,00,00,7
07142000,00,00,7
07143000,00,00,7
07144000,00,00,7
07145000,00,00,7
07149010,00,00,7
07149020,00,00,7
07149090,00,00,7
07129000,00,01,8
07129000,00,02,8
07129000,00,03,8
07123100,00,00,8
07123200,00,00,8
07123300,00,00,8
07123400,00,00,8
07123900,00,00,8
07122000,00,00,8
08011100,00,00,8
08011200,00,00,8
08011900,00,00,8
08012100,00,00,8
08012200,00,00,8
08013100,00,00,8
08013200,00,00,8
08026100,00,00,8
08026200,00,00,8
08027010,00,00,8
08027090,00,00,8
08028000,00,00,8
08029100,00,00,8
08029200,00,00,8
08029910,00,00,8
08029991,00,00,8
08029992,00,00,8
08031000,00,01,8
08039000,00,02,8
08025100,00,00,8
08025200,00,00,8
08024100,00,00,8
08024200,00,00,8
08023100,00,00,8
08023200,00,00,8
08031000,00,02,8
08022100,00,00,8
08022200,00,00,8
08021100,00,00,8
08021200,00,00,8
08039000,00,01,8
08041010,00,00,8
08041021,00,00,8
08041022,00,00,8
08041029,00,00,8
08042010,00,00,8
08042020,00,00,8
08043000,00,00,8
08044000,00,00,8
08045010,00,01,8
08045010,00,02,8
08045020,00,01,8
08045020,00,02,8
08045030,00,01,8
08045030,00,02,8
08051000,00,01,8
08051000,00,02,8
08052100,00,00,8
08052200,00,00,8
08052900,00,00,8
08054000,00,01,8
08054000,00,02,8
08055010,00,00,8
08055020,00,00,8
08059000,00,00,8
08061000,00,00,8
08062000,00,00,8
08071100,00,00,8
08071910,00,00,8
08071990,00,00,8
08072000,00,00,8
08081000,00,00,8
08083000,00,00,8
08084000,00,00,8
08091000,00,00,8
08092100,00,00,8
08092900,00,00,8
08093000,00,00,8
08094000,00,00,8
08101000,00,00,8
08102000,00,00,8
08105000,00,00,8
08106000,00,00,8
08107000,00,00,8
08109010,00,00,8
08109020,00,00,8
08109030,00,00,8
08109090,00,00,8
08111000,00,00,8
08112000,00,00,8
08119000,00,00,8
08121000,00,00,8
08129000,00,00,8
08131000,00,00,8
08132000,00,00,8
08133000,00,00,8
08134010,00,00,8
08134020,00,00,8
08134030,00,00,8
08134090,00,00,8
08135000,00,00,8
08140000,00,00,8
08104000,00,00,8
08103000,00,00,8
09011100,00,00,9
09011200,00,00,9
09012100,00,00,9
09012200,00,00,9
09019010,00,00,9
09019020,00,00,9
09021000,00,00,9
09022000,00,00,9
09023010,00,00,9
09023090,00,00,9
09024000,00,00,9
09030000,00,00,9
09041100,00,00,9
09041200,00,00,9
09042100,00,00,9
09042200,00,00,9
09061100,00,00,9
09061900,00,00,9
09062000,00,00,9
09082100,00,00,9
09082200,00,00,9
09051000,00,00,9
09052000,00,00,9
09071000,00,00,9
09072000,00,00,9
09081100,00,00,9
09081200,00,00,9
09092100,00,00,9
09092200,00,00,9
09093100,00,00,9
09093200,00,00,9
09096100,00,00,9
09096200,00,00,9
09101100,00,00,9
09101200,00,00,9
09102000,00,00,9
09103010,00,00,9
09103020,00,00,9
09109110,00,00,9
09109120,00,00,9
09109130,00,00,9
09109190,00,00,9
09109910,00,00,9
09109921,00,00,9
09109922,00,00,9
09109930,00,00,9
09109990,00,00,9
09083100,00,00,7
09083200,00,00,7
10011900,00,04,7
10011900,99,99,7
10011100,00,00,7
10019100,00,00,7
10019910,00,03,7
10019910,00,04,7
10019920,00,05,7
10019920,00,06,7
10019930,00,00,7
10021000,00,00,7
10029000,00,00,7
10031000,00,00,7
10039000,00,00,7
10041000,00,00,7
10049010,00,00,7
10049020,00,00,7
10051000,00,00,7
10059010,00,00,7
10059020,00,00,7
10059030,00,00,7
10059090,00,00,7
10061000,00,00,7
10062000,00,00,7
10063000,00,00,7
10064000,00,00,7
10071000,00,00,7
10079000,00,00,7
10081000,00,00,7
10082100,00,00,7
10082900,00,00,7
10083000,00,00,7
10084000,00,00,7
10085000,00,00,7
10086000,00,00,7
10089000,00,00,7
11010010,00,00,33
11010020,00,00,33
11022000,00,00,33
11029010,00,00,33
11029020,00,00,33
11029030,00,00,33
11029040,00,00,33
11029050,00,00,33
11029060,00,00,33
11029090,00,00,33
11031110,00,00,33
11031120,00,00,33
11031310,00,00,33
11031320,00,00,33
11031910,00,00,33
11031920,00,00,33
11031930,00,00,33
11031940,00,00,33
11031950,00,00,33
11031990,00,00,33
11032000,00,00,33
11041200,00,00,33
11041910,00,00,33
11041920,00,00,33
11041930,00,00,33
11041940,00,00,33
11041950,00,00,33
11041960,00,00,33
11041990,00,00,33
11042200,00,00,33
11042300,00,00,33
11043000,00,00,33
11042910,00,00,33
11042920,00,00,33
11042930,00,00,33
11042940,00,00,33
11042950,00,00,33
11042990,00,00,33
11051010,00,00,7
11051020,00,00,7
11051030,00,00,7
11052010,00,00,7
11052020,00,00,7
11052030,00,00,7
13,‫ من البقول القرنية اليابسة الداخلة في البند‬:‫ دقيق‬- - ‫ من بازالء‬- - - ‫ من حمص‬- - - ‫ من لوبيا‬- - - ‫ من فاصوليا‬- - - ‫ من عدس‬- - - ‫ من فول‬- - - ‫ غيرها‬- - - :‫ سميد‬- - ‫ من بازالء‬- - - ‫ من حمص‬- - - ‫ من لوبيا‬- - - ‫ من فاصوليا‬- - - ‫ من عدس‬- - - ‫ من فول‬- - - ‫ غيرها‬- - -,-,7
11061011,00,00,7
11061012,00,00,7
11061013,00,00,7
11061014,00,00,7
11061015,00,00,7
11061016,00,00,7
11061019,00,00,7
11061021,00,00,7
11061022,00,00,7
11061023,00,00,7
11061024,00,00,7
11061025,00,00,7
11061026,00,00,7
11061029,00,00,7
14,‫ من الساجو أو الجذور والدرنات الداخلة في البند‬‫ دقيق الساجو‬- - 11 06 20 10 00,00,7
11062020,00,00,7
11062031,00,00,7
11062032,00,00,7
11062033,00,00,7
11062034,00,00,7
11062035,00,00,7
11062039,00,00,7
11063010,00,00,7
11063020,00,00,7
11063030,00,00,7
11063040,00,00,7
11063050,00,00,7
11063060,00,00,7
11063070,00,00,7
11063080,00,00,7
11063090,00,00,7
11071000,00,00,7
11072000,00,00,7
11081100,00,00,7
11081200,00,00,7
11081300,00,00,7
11081400,00,00,7
11081910,00,00,7
11081920,00,00,7
11081930,00,00,7
11081990,00,00,7
11082000,00,00,7
11090000,00,01,7
11090000,00,02,7
12072100,00,00,10
12072900,00,00,10
12073000,00,00,10
12074000,00,00,10
12075000,00,00,10
12076000,00,00,10
12077000,00,00,10
12079100,00,00,10
12079920,00,00,10
12071000,00,01,10
12071000,00,02,10
12079930,00,00,10
12079990,00,00,10
12081000,00,01,10
12081000,00,02,10
12089000,00,00,10
12091000,00,00,10
12092400,00,00,10
12092500,00,00,10
12092910,00,00,10
12092990,00,00,10
12093000,00,00,10
12092100,00,00,10
12092200,00,00,10
12092300,00,00,10
12099110,00,00,10
12099120,00,00,10
12099130,00,00,10
12099140,00,00,10
12099150,00,00,10
12099160,00,00,10
12099170,00,00,10
12099180,00,00,10
12099191,00,00,10
12099192,00,00,10
12099193,00,00,10
12099199,00,00,10
12099900,00,00,10
12101000,00,00,10
12102010,00,00,10
12102020,00,00,10
12112000,00,00,10
12113000,00,00,10
12114000,00,00,10
12079910,00,00,10
12051000,00,00,10
12059000,00,00,10
12060000,00,00,10
12024100,00,00,10
12024200,00,00,10
12030000,00,00,10
12040000,00,00,10
12023000,00,00,10
12019010,00,00,10
12019020,00,00,10
12011000,00,00,10
12115000,00,00,10
12116000,00,00,10
12119010,00,01,10
12119010,00,02,10
12119020,00,00,10
12119030,00,00,10
12119040,00,00,10
12119050,00,00,10
12119060,00,00,10
12119070,00,00,10
12119081,00,00,10
12119089,00,00,10
12119091,00,00,10
12119099,00,01,10
12119099,00,02,10
12119099,00,03,10
12119099,00,04,10
12119099,00,05,10
12119099,00,06,10
12119099,00,09,10
12119099,00,13,10
12119099,00,16,10
12119099,00,17,10
12119099,00,18,10
12119099,00,19,10
12119099,00,20,10
12119099,00,21,10
12119099,00,99,10
12122100,00,00,33
12122900,00,00,33
12129100,00,00,33
12129200,00,00,33
12129300,00,01,33
12129300,00,02,33
12129300,99,99,33
12129400,00,00,33
12129910,00,01,33
12129910,00,02,33
12129940,00,01,33
12129940,00,02,33
12129940,00,03,33
12129950,00,01,33
12129950,00,02,33
12129950,00,03,33
12129950,00,04,33
12129990,00,00,33
12130010,00,06,33
12130010,00,07,33
12130010,00,08,33
12130010,99,99,33
12130090,00,00,33
12141000,00,00,33
12149010,00,00,33
12149020,00,00,33
12149090,00,01,33
12149090,00,02,33
12149090,00,03,33
12149090,00,04,33
12149090,99,99,33
15011000,00,00,15
15012000,00,00,15
15019010,00,00,15
15019020,00,00,15
15021000,00,00,15
15029010,00,00,15
15029020,00,00,15
15030011,00,00,15
15030012,00,00,15
15030019,00,00,15
15030021,00,00,15
15030022,00,00,15
15030029,00,00,15
15030091,00,00,15
15030092,00,00,15
15030099,00,00,15
15041000,00,00,15
15042000,00,00,15
15043010,00,00,15
15043020,00,00,15
15043030,00,00,15
15043090,00,00,15
15050000,00,00,15
15060000,00,00,15
15071000,00,00,15
15079000,00,00,15
15081000,00,00,15
15089000,00,00,15
15092000,00,00,15
15093000,00,00,15
15094000,00,00,15
15099000,00,00,15
15101000,00,00,15
15109010,00,00,15
15109090,00,00,15
15111000,00,00,15
15119000,00,00,15
15121100,00,00,15
15121900,00,00,15
15122100,00,00,15
15122900,00,00,15
15131100,00,00,15
15131900,00,00,15
15132100,00,00,15
15132900,00,00,15
15149920,00,00,15
15149930,00,00,15
15149940,00,00,15
15149950,00,00,15
15151100,00,00,15
15151900,00,00,15
15152100,00,00,15
15152900,00,00,15
15153000,00,00,15
15155000,00,00,15
15156000,00,00,15
15159000,00,00,15
15162010,00,00,15
15162020,00,00,15
15163010,00,00,15
15163020,00,00,15
15149150,00,00,15
15161020,00,00,15
15149140,00,00,15
15149130,00,00,15
15161010,00,00,15
15149120,00,00,15
15149110,00,00,15
15149910,00,00,15
15141100,00,00,15
15141900,00,00,15
15171010,00,00,15
15171020,00,00,15
15171090,00,00,15
15179011,00,00,15
15179012,00,00,15
15179019,00,00,15
15179090,00,00,15
15180011,00,00,15
15180012,00,00,15
15180019,00,00,15
15180020,00,00,15
15180090,00,00,15
15200010,00,00,15
15200020,00,00,15
15220010,00,01,2
15220010,00,02,2
15220020,00,00,2
15219040,00,00,3
15219020,00,01,3
15219020,00,02,3
15219020,00,03,3
15219020,00,04,3
15219020,00,05,3
15219020,99,99,3
15219010,00,01,3
15219010,00,02,3
15219010,00,03,3
15219010,00,04,3
15211000,00,01,16
15211000,00,02,16
15211000,00,03,16
15211000,00,04,16
15211000,00,05,16
15211000,00,06,16
15211000,00,07,16
15211000,00,08,16
15211000,00,09,16
15211000,00,10,16
15211000,99,99,16
16010011,00,00,16
16010012,00,00,16
16010020,00,19,16
16010020,00,20,16
16010020,00,21,16
16010020,99,99,16
16010030,00,13,16
16010030,00,14,16
16010030,00,15,16
16010030,00,16,16
16010030,99,99,16
16010090,00,12,16
16010090,99,99,16
16021010,00,00,16
16021090,00,00,16
16022010,00,00,16
16022020,00,00,16
16022030,00,00,16
16022040,00,00,16
16022090,00,00,16
05,‫ من الطيور الدواجن الداخلة في البند‬‫ من ديوك ودجاج رومي‬-,-,16
16023100,00,00,16
16023210,00,00,16
16023220,00,00,16
16023230,00,00,16
16023290,00,00,16
16023900,00,01,16
16023900,00,02,16
16023900,00,03,16
16023900,00,04,16
16023900,00,05,16
16023900,99,99,16
16024100,00,00,16
16024200,00,00,16
16024900,00,00,16
16025010,00,00,16
16025020,00,00,16
16025030,00,00,16
16025040,00,00,16
16025090,00,00,16
16029010,00,00,16
16029021,00,00,16
16029029,00,00,16
16029031,00,00,16
16029039,00,00,16
16029090,00,00,16
16030010,00,00,16
16030020,00,00,16
16041100,00,00,17
16041200,00,00,17
16041300,00,00,17
16041400,00,00,17
16041500,00,00,17
16041600,00,00,17
16041700,00,00,17
16041800,00,00,17
16041910,00,00,17
16041920,00,00,17
16041930,00,00,17
16041990,00,00,17
16042000,00,00,17
16043100,00,00,17
16043200,00,00,17
16051000,00,01,17
16051000,00,02,17
16051000,00,03,17
16051000,99,99,17
16052100,00,00,17
16052900,00,00,17
16053000,00,00,17
16054000,00,00,17
16055100,00,00,17
16055200,00,00,17
16055300,00,00,17
16055400,00,00,17
16055500,00,00,17
16055600,00,00,17
16055700,00,00,17
16055800,00,00,17
16055900,00,00,17
16056100,00,00,17
16056200,00,00,17
16056300,00,00,17
16056900,00,00,17
170113,‫ يشمل البند الفرعي‬-,2,30
